,Song_name,eric-clapton
255,carnival   ,"""Oye!"", ""Come with me (Come with me) Come with me (Come with me) To the carnival (To the carnival) To the carnival (To the carnival)"", ""You will see (You will see) You will see (You will see) What you want to see (What you want to see) Exactly what you want to be (What you want to be) (At the carnival, at the carnival, at the carnival)"", ""Come with me (Come with me) Come with me (Come with me) To the carnival (To the carnival) To the carnival (To the carnival) (To the carnival, to the carnival, to the carnival)"", ""Ahh haa haa yea"", ""Come with me (Come with me) Come with me (Come with me) Come with me (Come with me) Come with me (Come with me)"""
256,cocaine   ,"""If you wanna hang out, you've gotta take her out... Cocaine If you wanna get down, down on the ground... Cocaine She don't lie, she don't lie, she don't lie... Cocaine"", ""If you got bad news, you wanna kick them blues... Cocaine When your day is done, and you wanna run... Cocaine"", ""She don't lie, she don't lie, she don't lie... Cocaine (Guitar) If your thing is gone, and you wanna ride on... Cocaine Don't forget this fact, you can't get it back..."", ""Cocaine She don't lie, she don't lie, she don't lie... Cocaine She don't lie, she don't lie, she don't lie... Cocaine"""
257,classical gas   ,
258,key to love   ,"""I never realized that you were in pain I wanna help you honey, let me see you again Hurts my soul, babe, when I find you feeling rough Life is so bad, baby, when I find the key to love"", ""Put a smile on your face and dry away your tears Life is bound to get better as you live your years Hurts my soul, babe, when I find you feeling rough Life is so bad, baby, when I find the key to love"", ""Somewhere in this world, the one you waited for Come along and find you, turn the key your door Hurts my soul, babe, when I find you feeling rough Life is so bad, baby, when you find the key to love"""
259,love in vain   ,"""(Robert Johnson) I followed her to the station with a suitcase in my hand And I followed her to the station with a suitcase in my hand Well it's hard to tell it's hard to tell, when all your love's in vain All my love's in vain"", ""When the train rolled up to the station, I looked her in the eye When the train rolled up to the station, and I looked her in the eye Well I was lonesome I felt so lonesome, and I could not help but cry All my love's in vain"", ""When the train it left the station, 't was two lights on behind When the train it left the station, 't was two lights on behind Well the blue light was my blues and the red light was my mind All my love's in vain"", ""Ooh... [vocalized verse] All my love's in vain"""
260,for your love   ,"""For your love. For your love. For your love. I'd give you everything and more, and that's for sure. For your love. I'd bring you diamond rings and things right to your door. For your love."", ""To thrill you with delight, I'll give you diamonds bright. There'll be things that will excite, To make you dream of me at night."", ""For your love. For your love. For your love."", ""For your love, for your love, I would give the stars above. For your love, for your love, I would give you all I could."", ""For your love. For your love. For your love. I'd give the moon if it were mine to give. For your love. I'd give the stars and the sun 'fore I live. For your love."", ""To thrill you with delight, I'll give you diamonds bright. There'll be things that will excite, To make you dream of me at night."", ""For your love. For your love. For your love. For your love."""
261,in a white room   ,
262,little girl   ,
263,born under a bad sign   ,"""Born under a bad sign I've been down since I began to crawl If it wasn't for bad luck I wouldn't have no luck at all"", ""Bad luck and trouble is my only friend I've been down ever since I was ten"", ""Born under a bad sign I've been down since I began to crawl If it wasn't for bad luck I wouldn't have no luck at all"", ""More wine and women is all I crave Big bad women gonna carry me to my grave"", ""Born under a bad sign I've been down since I began to crawl If it wasn't for bad luck I wouldn't have no luck at all"", ""Bad luck and trouble's been my only friend I've been down ever since I was ten"", ""Born under a bad sign I've been down since I began to crawl If it wasn't for bad luck I wouldn't have no luck If it wasn't for real bad luck I wouldn't have no luck at all"", ""Born under a bad sign Born under a bad sign"""
264,it s in the way that that you use i   ,
265,one day   ,"""One day I believe One day I can see Baby Out in the country, maybe down by the sea Will I wake up one morning and find that I've been set free One day One day"", ""Some day I can't say how Some day But I don't know now Maybe tomorrow when I'm old and gray What I ever wanted will finally come my way One day One day"", ""One day This dream will come true One day Maybe you will too Maybe flying high, maybe close to the ground I will hear your voice and I'll know I've been found Hold me tight, baby make me stay I can hear every word you've been trying to say One day One day"""
266,my father s eyes take 2   ,"""Sailin' down behind the sun Waitin' for the Prince to come Praying for the healing rain To restore my soul again"", ""Just a toe rag on the run How did I get here? What have I done? When will all my hopes arise? How will I know him When I look in my father's eyes?"", ""(Look into my father's eyes) My father's eyes When I looked in my father's eyes (Look into my father's eyes) My father's eyes"", ""Then the light begins to shine And I hear those ancient lullabies And as I watch this seedling grow Feel my heart start to overflow"", ""Where do I find the words to say? How do I teach him? What do we play? Bit by bit, I've realized That's when I need them That's when I need my father's eyes"", ""(Look into my father's eyes) My father's eyes That's when I need my father's eyes (Look into my father's eyes) My father's eyes (Yeah)"", ""Then the jagged edge appears Through the distant clouds of tears Now I'm like a bridge that was washed away My foundations were made of clay"", ""As my soul slides down to die How could I lose him? What did I try? Bit by bit, I've realized That he was here with me And I looked into my father's eyes"", ""(Look into my father's eyes) My father's eyes I looked into my father's eyes (Look into my father's eyes) My father's eyes"", ""My father's eyes (Look into my father's eyes) My father's eyes I looked into my father's eyes (Look into my father's eyes) My father's eyes"", ""(Look into my father's eyes) (Look into my father's eyes) (Yeah, yeah) (Look into my father's eyes)"""
